Data;Cliente ID;Produto SKU;Qtde.;;;;
03/01/2019;C0027;CS001;612;;;;
03/01/2019;C0027;CS002;191;;;;
03/01/2019;C0015;CS003;209;;;;
03/01/2019;C0027;CS004;571;;;;
03/01/2019;C0015;CT001;272;;;;
03/01/2019;C0015;VS002;972;;;;
03/01/2019;C0027;VS003;294;;;;
03/01/2019;C0015;VS004;677;;;;
03/01/2019;C0015;VS005;229;;;;
03/01/2019;C0027;AL001;465;;;;
03/01/2019;C0015;AL002;795;;;;
03/01/2019;C0027;AS001;324;;;;
03/01/2019;C0015;AS002;465;;;;
04/01/2019;C0001;AS003;970;;;;
04/01/2019;C0024;AS004;722;;;;
04/01/2019;C0001;AS005;1014;;;;
04/01/2019;C0024;AT001;945;;;;
04/01/2019;C0001;AT002;513;;;;
04/01/2019;C0024;CL001;1183;;;;
04/01/2019;C0001;CL002;609;;;;
04/01/2019;C0001;CS001;749;;;;
04/01/2019;C0001;CS002;573;;;;
04/01/2019;C0001;CS003;196;;;;
04/01/2019;C0001;CS004;708;;;;
04/01/2019;C0024;CT001;180;;;;
04/01/2019;C0001;VS002;1158;;;;
04/01/2019;C0001;VS003;1202;;;;
04/01/2019;C0001;VS004;733;;;;
04/01/2019;C0024;VS005;941;;;;
04/01/2019;C0024;AL001;611;;;;
07/01/2019;C0002;AL002;842;;;;
07/01/2019;C0027;AS001;1127;;;;
07/01/2019;C0002;AS002;963;;;;
07/01/2019;C0002;AS003;519;;;;
07/01/2019;C0002;AS004;359;;;;
07/01/2019;C0027;AS005;760;;;;
07/01/2019;C0027;AT001;783;;;;
07/01/2019;C0027;AT002;755;;;;
07/01/2019;C0002;CL001;1256;;;;
07/01/2019;C0002;CL002;793;;;;
07/01/2019;C0002;CS001;948;;;;
07/01/2019;C0002;CS002;476;;;;
08/01/2019;C0019;CS003;951;;;;
08/01/2019;C0010;CS004;574;;;;
08/01/2019;C0010;CT001;1331;;;;
08/01/2019;C0019;VS002;773;;;;
08/01/2019;C0019;VS003;610;;;;
08/01/2019;C0010;VS004;200;;;;
08/01/2019;C0019;VS005;466;;;;
08/01/2019;C0010;AL001;653;;;;
08/01/2019;C0010;AL002;197;;;;
08/01/2019;C0019;AS001;498;;;;
08/01/2019;C0010;AS002;1405;;;;
08/01/2019;C0010;AS003;1239;;;;
08/01/2019;C0010;AS004;1209;;;;
08/01/2019;C0010;AS005;1393;;;;
08/01/2019;C0019;AT001;837;;;;
09/01/2019;C0008;AT002;723;;;;
09/01/2019;C0030;CL001;609;;;;
09/01/2019;C0025;CL002;421;;;;
09/01/2019;C0008;CS001;316;;;;
09/01/2019;C0030;CS002;1120;;;;
09/01/2019;C0025;CS003;938;;;;
09/01/2019;C0030;CS004;570;;;;
09/01/2019;C0030;CT001;507;;;;
09/01/2019;C0030;VS002;1098;;;;
09/01/2019;C0025;VS003;442;;;;
09/01/2019;C0008;VS004;819;;;;
09/01/2019;C0025;VS005;1285;;;;
10/01/2019;C0027;AL001;744;;;;
10/01/2019;C0012;AL002;795;;;;
10/01/2019;C0021;AS001;778;;;;
10/01/2019;C0030;AS002;840;;;;
10/01/2019;C0027;AS003;1058;;;;
10/01/2019;C0012;AS004;628;;;;
10/01/2019;C0021;AS005;932;;;;
10/01/2019;C0021;AT001;507;;;;
10/01/2019;C0021;AT002;885;;;;
10/01/2019;C0027;CL001;749;;;;
10/01/2019;C0021;CL002;426;;;;
10/01/2019;C0021;CS001;629;;;;
10/01/2019;C0021;CS002;317;;;;
10/01/2019;C0012;CS003;1148;;;;
10/01/2019;C0027;CS004;331;;;;
10/01/2019;C0012;CT001;647;;;;
10/01/2019;C0030;VS002;1182;;;;
10/01/2019;C0012;VS003;413;;;;
10/01/2019;C0021;VS004;547;;;;
11/01/2019;C0025;VS005;465;;;;
11/01/2019;C0023;AL001;482;;;;
11/01/2019;C0023;AL002;684;;;;
11/01/2019;C0023;AS001;772;;;;
11/01/2019;C0023;AS002;1067;;;;
11/01/2019;C0023;AS003;509;;;;
11/01/2019;C0025;AS004;530;;;;
11/01/2019;C0025;AS005;785;;;;
11/01/2019;C0023;AT001;408;;;;
11/01/2019;C0025;AT002;408;;;;
11/01/2019;C0023;CL001;644;;;;
11/01/2019;C0023;CL002;508;;;;
11/01/2019;C0025;CS001;301;;;;
11/01/2019;C0023;CS002;374;;;;
14/01/2019;C0014;CS003;280;;;;
14/01/2019;C0029;CS004;351;;;;
14/01/2019;C0015;CT001;1127;;;;
14/01/2019;C0029;VS002;973;;;;
14/01/2019;C0014;VS003;370;;;;
14/01/2019;C0015;VS004;241;;;;
14/01/2019;C0014;VS005;561;;;;
14/01/2019;C0014;AL001;847;;;;
14/01/2019;C0015;AL002;600;;;;
14/01/2019;C0015;AS001;1482;;;;
14/01/2019;C0015;AS002;475;;;;
14/01/2019;C0029;AS003;1216;;;;
14/01/2019;C0029;AS004;428;;;;
14/01/2019;C0029;AS005;784;;;;
14/01/2019;C0014;AT001;721;;;;
14/01/2019;C0015;AT002;678;;;;
14/01/2019;C0014;CL001;951;;;;
14/01/2019;C0015;CL002;466;;;;
14/01/2019;C0014;CS001;1190;;;;
15/01/2019;C0028;CS002;586;;;;
15/01/2019;C0018;CS003;950;;;;
15/01/2019;C0003;CS004;222;;;;
15/01/2019;C0019;CT001;286;;;;
15/01/2019;C0003;VS002;1116;;;;
15/01/2019;C0019;VS003;205;;;;
15/01/2019;C0019;VS004;203;;;;
15/01/2019;C0003;VS005;598;;;;
15/01/2019;C0019;AL001;288;;;;
15/01/2019;C0019;AL002;263;;;;
15/01/2019;C0003;AS001;707;;;;
15/01/2019;C0018;AS002;459;;;;
15/01/2019;C0028;AS003;1126;;;;
15/01/2019;C0019;AS004;208;;;;
16/01/2019;C0023;AS005;1156;;;;
16/01/2019;C0024;AT001;252;;;;
16/01/2019;C0004;AT002;1074;;;;
16/01/2019;C0016;CL001;391;;;;
16/01/2019;C0016;CL002;481;;;;
16/01/2019;C0024;CS001;748;;;;
16/01/2019;C0023;CS002;575;;;;
16/01/2019;C0024;CS003;257;;;;
16/01/2019;C0004;CS004;645;;;;
16/01/2019;C0023;CT001;190;;;;
16/01/2019;C0023;VS002;584;;;;
16/01/2019;C0024;VS003;519;;;;
16/01/2019;C0004;VS004;540;;;;
16/01/2019;C0016;VS005;403;;;;
16/01/2019;C0016;AL001;1546;;;;
16/01/2019;C0016;AL002;447;;;;
16/01/2019;C0016;AS001;628;;;;
16/01/2019;C0024;AS002;486;;;;
16/01/2019;C0024;AS003;738;;;;
17/01/2019;C0003;AS004;373;;;;
17/01/2019;C0010;AS005;445;;;;
17/01/2019;C0010;AT001;664;;;;
17/01/2019;C0003;AT002;595;;;;
17/01/2019;C0010;CL001;976;;;;
17/01/2019;C0003;CL002;354;;;;
17/01/2019;C0003;CS001;1488;;;;
17/01/2019;C0010;CS002;562;;;;
17/01/2019;C0010;CS003;681;;;;
17/01/2019;C0010;CS004;181;;;;
17/01/2019;C0010;CT001;437;;;;
17/01/2019;C0003;VS002;318;;;;
17/01/2019;C0003;VS003;343;;;;
17/01/2019;C0010;VS004;640;;;;
17/01/2019;C0010;VS005;165;;;;
17/01/2019;C0010;AL001;431;;;;
17/01/2019;C0003;AL002;760;;;;
17/01/2019;C0010;AS001;335;;;;
17/01/2019;C0003;AS002;187;;;;
18/01/2019;C0005;AS003;934;;;;
18/01/2019;C0003;AS004;450;;;;
18/01/2019;C0003;AS005;460;;;;
18/01/2019;C0003;AT001;536;;;;
18/01/2019;C0005;AT002;1134;;;;
18/01/2019;C0005;CL001;678;;;;
18/01/2019;C0003;CL002;835;;;;
18/01/2019;C0005;CS001;423;;;;
18/01/2019;C0005;CS002;511;;;;
18/01/2019;C0005;CS003;984;;;;
18/01/2019;C0005;CS004;894;;;;
18/01/2019;C0005;CT001;501;;;;
18/01/2019;C0003;VS002;654;;;;
18/01/2019;C0003;VS003;341;;;;
18/01/2019;C0005;VS004;214;;;;
21/01/2019;C0020;VS005;884;;;;
21/01/2019;C0030;AL001;821;;;;
21/01/2019;C0004;AL002;661;;;;
21/01/2019;C0025;AS001;1041;;;;
21/01/2019;C0030;AS002;907;;;;
21/01/2019;C0030;AS003;1047;;;;
21/01/2019;C0004;AS004;532;;;;
21/01/2019;C0020;AS005;538;;;;
21/01/2019;C0020;AT001;408;;;;
21/01/2019;C0025;AT002;901;;;;
21/01/2019;C0020;CL001;311;;;;
21/01/2019;C0025;CL002;1251;;;;
21/01/2019;C0025;CS001;238;;;;
21/01/2019;C0025;CS002;428;;;;
21/01/2019;C0030;CS003;281;;;;
21/01/2019;C0004;CS004;783;;;;
21/01/2019;C0025;CT001;186;;;;
21/01/2019;C0030;VS002;209;;;;
21/01/2019;C0025;VS003;626;;;;
22/01/2019;C0009;VS004;802;;;;
22/01/2019;C0029;VS005;263;;;;
22/01/2019;C0030;AL001;476;;;;
22/01/2019;C0030;AL002;478;;;;
22/01/2019;C0009;AS001;376;;;;
22/01/2019;C0030;AS002;697;;;;
22/01/2019;C0009;AS003;1429;;;;
22/01/2019;C0030;AS004;770;;;;
22/01/2019;C0030;AS005;749;;;;
22/01/2019;C0009;AT001;219;;;;
22/01/2019;C0029;AT002;437;;;;
22/01/2019;C0009;CL001;1061;;;;
22/01/2019;C0029;CL002;471;;;;
22/01/2019;C0009;CS001;580;;;;
22/01/2019;C0009;CS002;681;;;;
22/01/2019;C0029;CS003;654;;;;
22/01/2019;C0029;CS004;242;;;;
22/01/2019;C0009;CT001;467;;;;
23/01/2019;C0028;VS002;638;;;;
23/01/2019;C0003;VS003;313;;;;
23/01/2019;C0006;VS004;806;;;;
23/01/2019;C0022;VS005;499;;;;
23/01/2019;C0003;AL001;971;;;;
23/01/2019;C0028;AL002;1174;;;;
23/01/2019;C0022;AS001;290;;;;
23/01/2019;C0006;AS002;891;;;;
23/01/2019;C0003;AS003;465;;;;
23/01/2019;C0003;AS004;815;;;;
23/01/2019;C0028;AS005;690;;;;
23/01/2019;C0028;AT001;482;;;;
23/01/2019;C0022;AT002;1570;;;;
23/01/2019;C0006;CL001;1105;;;;
23/01/2019;C0006;CL002;801;;;;
23/01/2019;C0003;CS001;650;;;;
23/01/2019;C0006;CS002;909;;;;
24/01/2019;C0011;CS003;1175;;;;
24/01/2019;C0001;CS004;629;;;;
24/01/2019;C0017;CT001;698;;;;
24/01/2019;C0030;VS002;1212;;;;
24/01/2019;C0030;VS003;521;;;;
24/01/2019;C0030;VS004;1253;;;;
24/01/2019;C0001;VS005;752;;;;
24/01/2019;C0001;AL001;1420;;;;
24/01/2019;C0011;AL002;971;;;;
24/01/2019;C0017;AS001;650;;;;
24/01/2019;C0011;AS002;528;;;;
24/01/2019;C0017;AS003;730;;;;
24/01/2019;C0017;AS004;884;;;;
24/01/2019;C0011;AS005;306;;;;
24/01/2019;C0017;AT001;475;;;;
24/01/2019;C0011;AT002;492;;;;
24/01/2019;C0030;CL001;933;;;;
24/01/2019;C0030;CL002;702;;;;
25/01/2019;C0030;CS001;301;;;;
25/01/2019;C0015;CS002;1074;;;;
25/01/2019;C0026;CS003;768;;;;
25/01/2019;C0026;CS004;967;;;;
25/01/2019;C0026;CT001;704;;;;
25/01/2019;C0015;VS002;1073;;;;
25/01/2019;C0030;VS003;208;;;;
25/01/2019;C0026;VS004;473;;;;
25/01/2019;C0026;VS005;542;;;;
25/01/2019;C0015;AL001;707;;;;
25/01/2019;C0015;AL002;660;;;;
25/01/2019;C0015;AS001;551;;;;
25/01/2019;C0026;AS002;946;;;;
25/01/2019;C0026;AS003;668;;;;
25/01/2019;C0015;AS004;1242;;;;
25/01/2019;C0015;AS005;765;;;;
25/01/2019;C0030;AT001;1106;;;;
28/01/2019;C0019;AT002;642;;;;
28/01/2019;C0021;CL001;954;;;;
28/01/2019;C0010;CL002;302;;;;
28/01/2019;C0009;CS001;315;;;;
28/01/2019;C0021;CS002;1439;;;;
28/01/2019;C0019;CS003;714;;;;
28/01/2019;C0021;CS004;487;;;;
28/01/2019;C0021;CT001;485;;;;
28/01/2019;C0021;VS002;825;;;;
28/01/2019;C0009;VS003;963;;;;
28/01/2019;C0019;VS004;784;;;;
28/01/2019;C0021;VS005;580;;;;
29/01/2019;C0006;AL001;869;;;;
29/01/2019;C0004;AL002;296;;;;
29/01/2019;C0002;AS001;279;;;;
29/01/2019;C0005;AS002;572;;;;
29/01/2019;C0005;AS003;272;;;;
29/01/2019;C0002;AS004;165;;;;
29/01/2019;C0002;AS005;803;;;;
29/01/2019;C0005;AT001;800;;;;
29/01/2019;C0005;AT002;1160;;;;
29/01/2019;C0006;CL001;396;;;;
29/01/2019;C0002;CL002;1175;;;;
29/01/2019;C0005;CS001;228;;;;
29/01/2019;C0002;CS002;247;;;;
29/01/2019;C0004;CS003;711;;;;
29/01/2019;C0004;CS004;431;;;;
29/01/2019;C0005;CT001;460;;;;
29/01/2019;C0002;VS002;546;;;;
30/01/2019;C0024;VS003;467;;;;
30/01/2019;C0001;VS004;412;;;;
30/01/2019;C0010;VS005;684;;;;
30/01/2019;C0018;AL001;199;;;;
30/01/2019;C0024;AL002;575;;;;
30/01/2019;C0024;AS001;1390;;;;
30/01/2019;C0001;AS002;333;;;;
30/01/2019;C0010;AS003;476;;;;
30/01/2019;C0024;AS004;660;;;;
30/01/2019;C0010;AS005;956;;;;
30/01/2019;C0001;AT001;490;;;;
30/01/2019;C0001;AT002;727;;;;
30/01/2019;C0018;CL001;705;;;;
30/01/2019;C0024;CL002;1159;;;;
30/01/2019;C0018;CS001;859;;;;
30/01/2019;C0010;CS002;398;;;;
30/01/2019;C0024;CS003;1051;;;;
30/01/2019;C0010;CS004;294;;;;
30/01/2019;C0010;CT001;864;;;;
30/01/2019;C0018;VS002;396;;;;
31/01/2019;C0020;VS003;623;;;;
31/01/2019;C0026;VS004;368;;;;
31/01/2019;C0021;VS005;575;;;;
31/01/2019;C0021;AL001;608;;;;
31/01/2019;C0020;AL002;1110;;;;
31/01/2019;C0026;AS001;279;;;;
31/01/2019;C0026;AS002;492;;;;
31/01/2019;C0026;AS003;1020;;;;
31/01/2019;C0020;AS004;600;;;;
31/01/2019;C0020;AS005;847;;;;
31/01/2019;C0020;AT001;1485;;;;
31/01/2019;C0021;AT002;568;;;;
31/01/2019;C0020;CL001;485;;;;
31/01/2019;C0026;CL002;527;;;;
01/02/2019;C0019;VS003;309;;;;
01/02/2019;C0008;VS004;1013;;;;
01/02/2019;C0017;VS005;918;;;;
01/02/2019;C0017;AL001;1047;;;;
01/02/2019;C0008;AL002;963;;;;
01/02/2019;C0019;AS001;647;;;;
01/02/2019;C0008;AS002;551;;;;
01/02/2019;C0019;AS003;406;;;;
01/02/2019;C0008;AS004;351;;;;
01/02/2019;C0008;AS005;379;;;;
01/02/2019;C0008;AT001;404;;;;
01/02/2019;C0017;AT002;369;;;;
01/02/2019;C0017;CL001;1169;;;;
01/02/2019;C0017;CL002;552;;;;
01/02/2019;C0019;CS001;434;;;;
01/02/2019;C0017;CS002;842;;;;
04/02/2019;C0017;CS003;738;;;;
04/02/2019;C0026;CS004;1025;;;;
04/02/2019;C0014;CT001;572;;;;
04/02/2019;C0003;CT002;991;;;;
04/02/2019;C0003;CT003;811;;;;
04/02/2019;C0026;VS003;677;;;;
04/02/2019;C0026;VS004;956;;;;
04/02/2019;C0014;VS005;560;;;;
04/02/2019;C0014;AL001;504;;;;
04/02/2019;C0026;AL002;281;;;;
04/02/2019;C0014;AS001;1275;;;;
04/02/2019;C0014;AS002;534;;;;
04/02/2019;C0014;AS003;1179;;;;
04/02/2019;C0017;AS004;383;;;;
05/02/2019;C0020;AS005;297;;;;
05/02/2019;C0016;AT001;269;;;;
05/02/2019;C0004;AT002;151;;;;
05/02/2019;C0020;CL001;1547;;;;
05/02/2019;C0016;CL002;130;;;;
05/02/2019;C0016;CS001;418;;;;
05/02/2019;C0004;CS002;331;;;;
05/02/2019;C0020;CS003;819;;;;
05/02/2019;C0016;CS004;489;;;;
05/02/2019;C0020;CT001;1365;;;;
05/02/2019;C0004;CT002;994;;;;
05/02/2019;C0016;CT003;258;;;;
05/02/2019;C0020;VS003;366;;;;
06/02/2019;C0003;VS004;975;;;;
06/02/2019;C0013;VS005;835;;;;
06/02/2019;C0003;AL001;658;;;;
06/02/2019;C0013;AL002;596;;;;
06/02/2019;C0013;AS001;773;;;;
06/02/2019;C0013;AS002;274;;;;
06/02/2019;C0013;AS003;535;;;;
06/02/2019;C0003;AS004;591;;;;
06/02/2019;C0013;AS005;504;;;;
06/02/2019;C0003;AT001;173;;;;
06/02/2019;C0013;AT002;236;;;;
06/02/2019;C0013;CL001;469;;;;
06/02/2019;C0003;CL002;720;;;;
06/02/2019;C0013;CS001;442;;;;
06/02/2019;C0013;CS002;565;;;;
06/02/2019;C0013;CS003;385;;;;
06/02/2019;C0013;CS004;1115;;;;
07/02/2019;C0010;CT001;1007;;;;
07/02/2019;C0018;CT002;623;;;;
07/02/2019;C0028;CT003;350;;;;
07/02/2019;C0010;VS003;804;;;;
07/02/2019;C0018;VS004;1084;;;;
07/02/2019;C0018;VS005;274;;;;
07/02/2019;C0010;AL001;486;;;;
07/02/2019;C0010;AL002;468;;;;
07/02/2019;C0010;AS001;595;;;;
07/02/2019;C0010;AS002;364;;;;
07/02/2019;C0010;AS003;313;;;;
07/02/2019;C0010;AS004;491;;;;
07/02/2019;C0018;AS005;557;;;;
07/02/2019;C0010;AT001;316;;;;
07/02/2019;C0010;AT002;646;;;;
07/02/2019;C0018;CL001;527;;;;
07/02/2019;C0018;CL002;724;;;;
08/02/2019;C0019;CS001;581;;;;
08/02/2019;C0001;CS002;1141;;;;
08/02/2019;C0006;CS003;808;;;;
08/02/2019;C0010;CS004;1066;;;;
08/02/2019;C0019;CT001;1319;;;;
08/02/2019;C0001;CT002;507;;;;
08/02/2019;C0019;CT003;1299;;;;
08/02/2019;C0010;VS003;692;;;;
08/02/2019;C0006;VS004;459;;;;
08/02/2019;C0010;VS005;788;;;;
08/02/2019;C0019;AL001;335;;;;
08/02/2019;C0001;AL002;837;;;;
08/02/2019;C0010;AS001;377;;;;
08/02/2019;C0010;AS002;591;;;;
08/02/2019;C0010;AS003;670;;;;
08/02/2019;C0019;AS004;1237;;;;
08/02/2019;C0006;AS005;853;;;;
08/02/2019;C0001;AT001;697;;;;
08/02/2019;C0019;AT002;720;;;;
08/02/2019;C0010;CL001;576;;;;
11/02/2019;C0026;CL002;685;;;;
11/02/2019;C0015;CS001;320;;;;
11/02/2019;C0026;CS002;1006;;;;
11/02/2019;C0015;CS003;394;;;;
11/02/2019;C0015;CS004;712;;;;
11/02/2019;C0015;CT001;618;;;;
11/02/2019;C0026;CT002;215;;;;
11/02/2019;C0015;CT003;186;;;;
11/02/2019;C0026;VS003;248;;;;
11/02/2019;C0015;VS004;178;;;;
11/02/2019;C0026;VS005;1648;;;;
11/02/2019;C0015;AL001;549;;;;
11/02/2019;C0015;AL002;1055;;;;
11/02/2019;C0015;AS001;1235;;;;
11/02/2019;C0026;AS002;983;;;;
11/02/2019;C0026;AS003;1267;;;;
11/02/2019;C0026;AS004;906;;;;
11/02/2019;C0026;AS005;866;;;;
11/02/2019;C0015;AT001;540;;;;
11/02/2019;C0026;AT002;1016;;;;
12/02/2019;C0003;CL001;634;;;;
12/02/2019;C0023;CL002;643;;;;
12/02/2019;C0026;CS001;649;;;;
12/02/2019;C0001;CS002;539;;;;
12/02/2019;C0023;CS003;327;;;;
12/02/2019;C0001;CS004;781;;;;
12/02/2019;C0026;CT001;254;;;;
12/02/2019;C0001;CT002;1453;;;;
12/02/2019;C0001;CT003;438;;;;
12/02/2019;C0001;VS003;283;;;;
12/02/2019;C0023;VS004;931;;;;
12/02/2019;C0023;VS005;624;;;;
12/02/2019;C0023;AL001;467;;;;
12/02/2019;C0026;AL002;391;;;;
12/02/2019;C0003;AS001;444;;;;
12/02/2019;C0001;AS002;587;;;;
12/02/2019;C0001;AS003;819;;;;
12/02/2019;C0003;AS004;1004;;;;
13/02/2019;C0016;AS005;324;;;;
13/02/2019;C0026;AT001;775;;;;
13/02/2019;C0016;AT002;1119;;;;
13/02/2019;C0016;CL001;805;;;;
13/02/2019;C0026;CL002;463;;;;
13/02/2019;C0016;CS001;845;;;;
13/02/2019;C0016;CS002;557;;;;
13/02/2019;C0016;CS003;453;;;;
13/02/2019;C0026;CS004;560;;;;
13/02/2019;C0026;CT001;1220;;;;
13/02/2019;C0026;CT002;708;;;;
13/02/2019;C0026;CT003;396;;;;
13/02/2019;C0016;VS003;1369;;;;
13/02/2019;C0016;VS004;960;;;;
13/02/2019;C0026;VS005;386;;;;
13/02/2019;C0026;AL001;613;;;;
13/02/2019;C0026;AL002;551;;;;
13/02/2019;C0016;AS001;350;;;;
13/02/2019;C0026;AS002;412;;;;
14/02/2019;C0017;AS003;496;;;;
14/02/2019;C0026;AS004;403;;;;
14/02/2019;C0022;AS005;780;;;;
14/02/2019;C0017;AT001;553;;;;
14/02/2019;C0022;AT002;616;;;;
14/02/2019;C0017;CL001;950;;;;
14/02/2019;C0022;CL002;556;;;;
14/02/2019;C0022;CS001;1457;;;;
14/02/2019;C0017;CS002;1495;;;;
14/02/2019;C0017;CS003;792;;;;
14/02/2019;C0022;CS004;1264;;;;
14/02/2019;C0017;CT001;162;;;;
14/02/2019;C0017;CT002;528;;;;
14/02/2019;C0026;CT003;672;;;;
15/02/2019;C0030;VS003;586;;;;
15/02/2019;C0002;VS004;325;;;;
15/02/2019;C0023;VS005;513;;;;
15/02/2019;C0019;AL001;210;;;;
15/02/2019;C0030;AL002;586;;;;
15/02/2019;C0002;AS001;493;;;;
15/02/2019;C0023;AS002;616;;;;
15/02/2019;C0030;AS003;1024;;;;
15/02/2019;C0030;AS004;484;;;;
15/02/2019;C0019;AS005;678;;;;
15/02/2019;C0002;AT001;220;;;;
15/02/2019;C0030;AT002;196;;;;
15/02/2019;C0030;CL001;521;;;;
15/02/2019;C0019;CL002;362;;;;
18/02/2019;C0013;CS001;508;;;;
18/02/2019;C0019;CS002;589;;;;
18/02/2019;C0018;CS003;704;;;;
18/02/2019;C0013;CS004;233;;;;
18/02/2019;C0018;CT001;1046;;;;
18/02/2019;C0019;CT002;446;;;;
18/02/2019;C0019;CT003;265;;;;
18/02/2019;C0013;VS003;604;;;;
18/02/2019;C0013;VS004;1124;;;;
18/02/2019;C0013;VS005;688;;;;
18/02/2019;C0018;AL001;620;;;;
18/02/2019;C0018;AL002;851;;;;
18/02/2019;C0018;AS001;1046;;;;
18/02/2019;C0019;AS002;366;;;;
18/02/2019;C0018;AS003;953;;;;
18/02/2019;C0018;AS004;1244;;;;
18/02/2019;C0018;AS005;1049;;;;
19/02/2019;C0009;AT001;501;;;;
19/02/2019;C0004;AT002;1058;;;;
19/02/2019;C0004;CL001;587;;;;
19/02/2019;C0009;CL002;594;;;;
19/02/2019;C0004;CS001;493;;;;
19/02/2019;C0009;CS002;1200;;;;
19/02/2019;C0004;CS003;1066;;;;
19/02/2019;C0009;CS004;695;;;;
19/02/2019;C0009;CT001;726;;;;
19/02/2019;C0009;CT002;1532;;;;
19/02/2019;C0009;CT003;600;;;;
19/02/2019;C0004;VS003;1021;;;;
19/02/2019;C0009;VS004;768;;;;
19/02/2019;C0009;VS005;804;;;;
19/02/2019;C0004;AL001;1246;;;;
20/02/2019;C0005;AL002;354;;;;
20/02/2019;C0007;AS001;901;;;;
20/02/2019;C0015;AS002;490;;;;
20/02/2019;C0025;AS003;809;;;;
20/02/2019;C0007;AS004;702;;;;
20/02/2019;C0025;AS005;413;;;;
20/02/2019;C0007;AT001;1053;;;;
20/02/2019;C0015;AT002;421;;;;
20/02/2019;C0015;CL001;1481;;;;
20/02/2019;C0005;CL002;204;;;;
20/02/2019;C0005;CS001;738;;;;
20/02/2019;C0005;CS002;476;;;;
20/02/2019;C0007;CS003;459;;;;
20/02/2019;C0005;CS004;497;;;;
20/02/2019;C0015;CT001;1462;;;;
20/02/2019;C0015;CT002;553;;;;
20/02/2019;C0007;CT003;872;;;;
20/02/2019;C0015;VS003;1077;;;;
21/02/2019;C0011;VS004;891;;;;
21/02/2019;C0013;VS005;337;;;;
21/02/2019;C0028;AL001;333;;;;
21/02/2019;C0027;AL002;993;;;;
21/02/2019;C0028;AS001;706;;;;
21/02/2019;C0011;AS002;436;;;;
21/02/2019;C0028;AS003;1386;;;;
21/02/2019;C0011;AS004;334;;;;
21/02/2019;C0027;AS005;195;;;;
21/02/2019;C0027;AT001;407;;;;
21/02/2019;C0028;AT002;548;;;;
21/02/2019;C0011;CL001;553;;;;
21/02/2019;C0011;CL002;138;;;;
21/02/2019;C0028;CS001;1183;;;;
21/02/2019;C0011;CS002;267;;;;
21/02/2019;C0027;CS003;1422;;;;
21/02/2019;C0011;CS004;1220;;;;
21/02/2019;C0013;CT001;554;;;;
21/02/2019;C0027;CT002;1070;;;;
22/02/2019;C0011;CT003;701;;;;
22/02/2019;C0022;VS003;411;;;;
22/02/2019;C0022;VS004;513;;;;
22/02/2019;C0011;VS005;493;;;;
22/02/2019;C0022;AL001;933;;;;
22/02/2019;C0022;AL002;584;;;;
22/02/2019;C0011;AS001;779;;;;
22/02/2019;C0011;AS002;675;;;;
22/02/2019;C0022;AS003;510;;;;
22/02/2019;C0022;AS004;540;;;;
22/02/2019;C0011;AS005;222;;;;
22/02/2019;C0022;AT001;995;;;;
22/02/2019;C0011;AT002;1432;;;;
22/02/2019;C0022;CL001;731;;;;
22/02/2019;C0022;CL002;396;;;;
25/02/2019;C0028;CS001;908;;;;
25/02/2019;C0015;CS002;568;;;;
25/02/2019;C0015;CS003;899;;;;
25/02/2019;C0015;CS004;731;;;;
25/02/2019;C0028;CT001;187;;;;
25/02/2019;C0028;CT002;1640;;;;
25/02/2019;C0028;CT003;715;;;;
25/02/2019;C0015;VS003;553;;;;
25/02/2019;C0028;VS004;495;;;;
25/02/2019;C0015;VS005;711;;;;
25/02/2019;C0015;AL001;670;;;;
25/02/2019;C0028;AL002;439;;;;
25/02/2019;C0015;AS001;558;;;;
25/02/2019;C0015;AS002;677;;;;
25/02/2019;C0015;AS003;823;;;;
25/02/2019;C0015;AS004;386;;;;
26/02/2019;C0002;AS005;234;;;;
26/02/2019;C0019;AT001;380;;;;
26/02/2019;C0005;AT002;627;;;;
26/02/2019;C0019;CL001;200;;;;
26/02/2019;C0005;CL002;938;;;;
26/02/2019;C0002;CS001;1375;;;;
26/02/2019;C0019;CS002;795;;;;
26/02/2019;C0019;CS003;1268;;;;
26/02/2019;C0005;CS004;1408;;;;
26/02/2019;C0002;CT001;1422;;;;
26/02/2019;C0019;CT002;310;;;;
26/02/2019;C0019;CT003;985;;;;
26/02/2019;C0019;VS003;434;;;;
26/02/2019;C0005;VS004;784;;;;
26/02/2019;C0019;VS005;469;;;;
26/02/2019;C0005;AL001;396;;;;
26/02/2019;C0005;AL002;301;;;;
26/02/2019;C0002;AS001;312;;;;
26/02/2019;C0005;AS002;507;;;;
26/02/2019;C0019;AS003;647;;;;
27/02/2019;C0012;AS004;445;;;;
27/02/2019;C0027;AS005;337;;;;
27/02/2019;C0012;AT001;419;;;;
27/02/2019;C0012;AT002;700;;;;
27/02/2019;C0012;CL001;880;;;;
27/02/2019;C0027;CL002;700;;;;
27/02/2019;C0012;CS001;645;;;;
27/02/2019;C0012;CS002;428;;;;
27/02/2019;C0012;CS003;682;;;;
27/02/2019;C0012;CS004;817;;;;
27/02/2019;C0012;CT001;439;;;;
27/02/2019;C0027;CT002;966;;;;
27/02/2019;C0012;CT003;1142;;;;
27/02/2019;C0027;VS003;220;;;;
27/02/2019;C0012;VS004;1260;;;;
27/02/2019;C0027;VS005;506;;;;
28/02/2019;C0030;AL001;883;;;;
